Category,Min Trust Score,Max Trust Score,Avg Trust Score
wedding_party?page=36,1.4,1.9,1.6300000000000001
wedding_party?page=37,1.2,1.4,1.3142857142857143
agriculture_produce?page=1,3.3,4.9,4.525
agriculture_produce?page=2,3.8,4.5,4.125
agriculture_produce?page=3,2.6,3.8,3.43
agriculture_produce?page=4,1.6,1.6,1.6
asian_grocery_stores?page=1,1.7,4.7,4.017647058823529
bakery_pastry?page=1,3.6,4.8,4.55
bakery_pastry?page=2,4.0,4.6,4.26
bakery_pastry?page=3,3.7,4.0,3.795
bakery_pastry?page=4,2.3,3.7,3.0444444444444443
beer_wine?page=1,4.4,5.0,4.71
beer_wine?page=2,3.0,4.9,4.405
beer_wine?page=3,4.2,4.6,4.365
beer_wine?page=4,3.7,4.2,3.985
beer_wine?page=5,2.9,3.7,3.411764705882353
beer_wine?page=6,1.2,2.8,2.185714285714286
beverages_liquor?page=1,4.1,4.9,4.66
beverages_liquor?page=2,1.6,4.9,4.195
beverages_liquor?page=3,4.3,4.6,4.49
beverages_liquor?page=4,4.0,4.3,4.2
beverages_liquor?page=5,3.7,4.0,3.885
beverages_liquor?page=6,3.4,3.7,3.6315789473684212
beverages_liquor?page=7,1.5,3.4,2.768421052631579
candy_chocolate?page=1,3.9,4.9,4.545
candy_chocolate?page=2,4.1,4.8,4.465
candy_chocolate?page=3,3.7,4.0,3.84
candy_chocolate?page=4,2.7,3.7,3.235
candy_chocolate?page=5,1.5,2.7,2.1083333333333334
coffee_tea?page=1,4.6,4.9,4.745
coffee_tea?page=2,3.7,5.0,4.63
coffee_tea?page=3,4.3,4.7,4.51
coffee_tea?page=4,4.1,4.3,4.21
coffee_tea?page=5,3.9,4.0,3.98
coffee_tea?page=6,3.7,3.8,3.72
coffee_tea?page=7,3.3,3.7,3.6125000000000003
coffee_tea?page=8,2.1,3.3,2.85
coffee_tea?page=9,2.0,2.0,2.0
food_production?page=1,4.8,4.9,4.865
food_production?page=2,4.7,4.8,4.71
food_production?page=3,4.5,4.6,4.5649999999999995
food_production?page=4,4.1,4.5,4.27
food_production?page=5,3.4,5.0,4.315
food_production?page=6,4.7,4.8,4.795
food_production?page=7,4.6,4.7,4.68
food_production?page=8,4.5,4.6,4.555
food_production?page=9,4.4,4.5,4.47
food_production?page=10,4.3,4.4,4.345
food_production?page=11,4.2,4.3,4.245
food_production?page=12,4.0,4.1,4.055
food_production?page=13,3.9,4.0,3.965
food_production?page=14,3.8,3.9,3.82
food_production?page=15,3.7,3.7,3.7
food_production?page=16,3.6,3.7,3.6500000000000004
food_production?page=17,3.4,3.6,3.525
food_production?page=18,3.2,3.4,3.315
food_production?page=19,2.9,3.2,3.075
food_production?page=20,2.5,2.9,2.735
food_production?page=21,1.8,2.5,2.2
food_production?page=22,1.4,1.8,1.63
food_production?page=23,1.2,1.4,1.32
fruits_vegetables?page=1,3.3,4.8,4.195
fruits_vegetables?page=2,2.0,3.4,2.8333333333333335
grocery_stores_markets?page=1,4.7,5.0,4.835
grocery_stores_markets?page=2,4.5,4.7,4.65
grocery_stores_markets?page=3,3.6,4.5,4.19
grocery_stores_markets?page=4,2.5,4.9,4.365
grocery_stores_markets?page=5,4.4,4.6,4.51
grocery_stores_markets?page=6,4.2,4.4,4.32
grocery_stores_markets?page=7,4.0,4.2,4.0649999999999995
grocery_stores_markets?page=8,3.8,4.0,3.87
grocery_stores_markets?page=9,3.7,3.8,3.73
grocery_stores_markets?page=10,3.3,3.7,3.5375
grocery_stores_markets?page=11,2.3,3.3,2.95
grocery_stores_markets?page=12,1.2,2.2,1.8384615384615384
lunch_catering?page=1,3.0,4.9,4.39
lunch_catering?page=2,4.2,4.8,4.475
lunch_catering?page=3,3.8,4.2,3.9899999999999998
lunch_catering?page=4,2.8,3.8,3.526315789473684
lunch_catering?page=5,2.5,2.8,2.6333333333333333
meat_seafood_eggs?page=1,4.6,4.9,4.72
meat_seafood_eggs?page=2,3.9,4.9,4.48
meat_seafood_eggs?page=3,3.1,4.2,3.705
meat_seafood_eggs?page=4,1.4,3.1,2.4375
smoking_tobacco?page=1,4.8,4.9,4.8149999999999995
smoking_tobacco?page=2,4.6,4.7,4.675
smoking_tobacco?page=3,4.4,4.6,4.485
smoking_tobacco?page=4,4.0,4.4,4.185
smoking_tobacco?page=5,2.7,4.9,4.17
smoking_tobacco?page=6,4.6,4.8,4.675
smoking_tobacco?page=7,4.4,4.6,4.485
smoking_tobacco?page=8,4.3,4.4,4.35
smoking_tobacco?page=9,4.1,4.3,4.215
smoking_tobacco?page=10,4.0,4.1,4.04
smoking_tobacco?page=11,3.9,4.0,3.98
smoking_tobacco?page=12,3.8,3.9,3.835
smoking_tobacco?page=13,3.7,3.8,3.79
smoking_tobacco?page=14,3.7,3.7,3.7
smoking_tobacco?page=15,3.6,3.7,3.6350000000000002
smoking_tobacco?page=16,3.4,3.6,3.488235294117647
smoking_tobacco?page=17,3.2,3.4,3.3
smoking_tobacco?page=18,2.9,3.2,3.015
smoking_tobacco?page=19,2.6,2.9,2.715
smoking_tobacco?page=20,2.0,2.5,2.25
smoking_tobacco?page=21,1.3,2.0,1.65
smoking_tobacco?page=22,1.2,1.2,1.2
clinics?page=1,4.7,5.0,4.835
clinics?page=2,3.8,4.7,4.405
clinics?page=3,2.0,5.0,4.395
clinics?page=4,4.5,4.7,4.575
clinics?page=5,4.3,4.5,4.41
clinics?page=6,4.1,4.3,4.24
clinics?page=7,4.0,4.1,4.02
clinics?page=8,3.7,4.0,3.81
clinics?page=9,3.7,3.7,3.7
clinics?page=10,3.6,3.7,3.6900000000000004
clinics?page=11,3.2,3.6,3.3285714285714287
clinics?page=12,1.3,3.2,2.9333333333333336
dental_services?page=1,3.5,4.9,4.4
dental_services?page=2,2.1,4.9,4.4799999999999995
dental_services?page=3,4.1,4.5,4.2700000000000005
dental_services?page=4,3.8,4.1,3.975
dental_services?page=5,3.7,3.8,3.75
dental_services?page=6,3.4,3.7,3.6357142857142857
dental_services?page=7,2.0,3.3,2.95
dental_services?page=8,1.5,1.6,1.55
diagnostics_testing?page=1,2.8,4.8,4.4
diagnostics_testing?page=2,3.7,4.4,4.1
diagnostics_testing?page=3,1.4,3.7,2.7928571428571427
doctors_surgeons?page=1,4.6,4.9,4.765
doctors_surgeons?page=2,2.8,4.9,4.415
doctors_surgeons?page=3,4.3,4.6,4.435
doctors_surgeons?page=4,3.9,4.3,4.04
doctors_surgeons?page=5,3.7,3.9,3.77
doctors_surgeons?page=6,2.8,3.7,3.3444444444444446
doctors_surgeons?page=7,1.5,1.5,1.5
health_equipment?page=1,4.7,4.9,4.825
health_equipment?page=2,4.6,4.7,4.665
health_equipment?page=3,4.0,4.6,4.34
health_equipment?page=4,3.3,5.0,4.275
hospital_emergency?page=1,4.7,4.9,4.805
hospital_emergency?page=2,3.8,4.7,4.325
hospital_emergency?page=3,3.5,5.0,4.79
hospital_emergency?page=4,4.7,4.8,4.725
hospital_emergency?page=5,4.5,4.7,4.58
hospital_emergency?page=6,4.4,4.5,4.46
hospital_emergency?page=7,4.3,4.4,4.38
hospital_emergency?page=8,4.3,4.3,4.3
hospital_emergency?page=9,4.2,4.2,4.2
hospital_emergency?page=10,4.0,4.1,4.069999999999999
hospital_emergency?page=11,4.0,4.0,4.0
hospital_emergency?page=12,3.8,4.0,3.91
hospital_emergency?page=13,3.8,3.8,3.8
hospital_emergency?page=14,3.7,3.8,3.7849999999999997
hospital_emergency?page=15,3.7,3.7,3.7
hospital_emergency?page=16,3.7,3.7,3.7
hospital_emergency?page=17,3.7,3.7,3.7
hospital_emergency?page=18,3.7,3.7,3.7
hospital_emergency?page=19,3.6,3.7,3.6350000000000002
hospital_emergency?page=20,3.4,3.6,3.46
hospital_emergency?page=21,3.1,3.4,3.22
hospital_emergency?page=22,2.6,3.0,2.805
hospital_emergency?page=23,1.2,2.5,1.935
medical_specialists?page=1,4.6,4.9,4.7700000000000005
medical_specialists?page=2,3.7,4.9,4.49
medical_specialists?page=3,4.6,4.8,4.67
medical_specialists?page=4,4.4,4.6,4.445
medical_specialists?page=5,4.2,4.3,4.255
medical_specialists?page=6,4.0,4.2,4.025
medical_specialists?page=7,3.8,4.0,3.855
medical_specialists?page=8,3.7,3.8,3.76
medical_specialists?page=9,3.7,3.7,3.7
medical_specialists?page=10,3.4,3.7,3.592857142857143
medical_specialists?page=11,2.9,3.4,3.15
medical_specialists?page=12,1.6,2.9,2.4
mental_health?page=1,3.7,4.9,4.525
mental_health?page=2,2.2,4.9,4.285
mental_health?page=3,4.4,4.7,4.595
mental_health?page=4,4.3,4.4,4.37
mental_health?page=5,4.2,4.3,4.27
mental_health?page=6,4.0,4.2,4.0649999999999995
mental_health?page=7,3.8,4.0,3.955
mental_health?page=8,3.8,3.8,3.8
mental_health?page=9,3.7,3.8,3.705
mental_health?page=10,3.5,3.7,3.6
mental_health?page=11,3.1,3.4,3.25
mental_health?page=12,1.5,3.0,2.45
mental_health?page=13,1.3,1.4,1.375
pharmacy_medicine?page=1,4.9,5.0,4.905
pharmacy_medicine?page=2,4.8,4.8,4.8
pharmacy_medicine?page=3,4.7,4.8,4.77
pharmacy_medicine?page=4,4.6,4.7,4.695
pharmacy_medicine?page=5,4.6,4.6,4.6
pharmacy_medicine?page=6,4.4,4.5,4.485
pharmacy_medicine?page=7,4.3,4.4,4.375
pharmacy_medicine?page=8,4.1,4.3,4.225
pharmacy_medicine?page=9,3.7,4.1,3.915
pharmacy_medicine?page=10,1.7,5.0,3.89
pharmacy_medicine?page=11,4.8,4.9,4.86
pharmacy_medicine?page=12,4.8,4.8,4.8
pharmacy_medicine?page=13,4.7,4.8,4.76
pharmacy_medicine?page=14,4.7,4.7,4.7
pharmacy_medicine?page=15,4.6,4.7,4.655
pharmacy_medicine?page=16,4.6,4.6,4.6
pharmacy_medicine?page=17,4.5,4.6,4.52
pharmacy_medicine?page=18,4.5,4.5,4.5
pharmacy_medicine?page=19,4.4,4.5,4.44
pharmacy_medicine?page=20,4.4,4.4,4.4
pharmacy_medicine?page=21,4.3,4.4,4.375
pharmacy_medicine?page=22,4.3,4.3,4.3
pharmacy_medicine?page=23,4.3,4.3,4.3
pharmacy_medicine?page=24,4.2,4.3,4.255
pharmacy_medicine?page=25,4.2,4.2,4.2
pharmacy_medicine?page=26,4.1,4.2,4.18
pharmacy_medicine?page=27,4.1,4.1,4.1
pharmacy_medicine?page=28,4.1,4.1,4.1
pharmacy_medicine?page=29,4.0,4.1,4.005
pharmacy_medicine?page=30,4.0,4.0,4.0
pharmacy_medicine?page=31,4.0,4.0,4.0
pharmacy_medicine?page=32,3.9,4.0,3.995
pharmacy_medicine?page=33,3.9,3.9,3.9
pharmacy_medicine?page=34,3.8,3.9,3.87
pharmacy_medicine?page=35,3.8,3.8,3.8
pharmacy_medicine?page=36,3.8,3.8,3.8
pharmacy_medicine?page=37,3.7,3.8,3.77
pharmacy_medicine?page=38,3.7,3.7,3.7
pharmacy_medicine?page=39,3.7,3.7,3.7
pharmacy_medicine?page=40,3.7,3.7,3.7
pharmacy_medicine?page=41,3.7,3.7,3.7
pharmacy_medicine?page=42,3.7,3.7,3.7
pharmacy_medicine?page=43,3.7,3.7,3.7
pharmacy_medicine?page=44,3.6,3.7,3.615
pharmacy_medicine?page=45,3.6,3.6,3.6
pharmacy_medicine?page=46,3.5,3.6,3.51
pharmacy_medicine?page=47,3.5,3.5,3.5
pharmacy_medicine?page=48,3.4,3.4,3.4
pharmacy_medicine?page=49,3.3,3.4,3.3499999999999996
pharmacy_medicine?page=50,3.2,3.3,3.25
pharmacy_medicine?page=51,3.2,3.2,3.2
pharmacy_medicine?page=52,3.1,3.2,3.1100000000000003
pharmacy_medicine?page=53,3.0,3.1,3.0300000000000002
pharmacy_medicine?page=54,2.9,3.0,2.94
pharmacy_medicine?page=55,2.8,2.9,2.885
pharmacy_medicine?page=56,2.7,2.8,2.76
pharmacy_medicine?page=57,2.5,2.7,2.565
pharmacy_medicine?page=58,2.3,2.5,2.435
pharmacy_medicine?page=59,2.2,2.3,2.2849999999999997
pharmacy_medicine?page=60,2.0,2.2,2.08
pharmacy_medicine?page=61,1.9,2.0,1.9649999999999999
pharmacy_medicine?page=62,1.7,1.9,1.77
pharmacy_medicine?page=63,1.5,1.6,1.5750000000000002
pharmacy_medicine?page=64,1.3,1.5,1.4
pharmacy_medicine?page=65,1.2,1.3,1.2384615384615385
physical_aids?page=1,4.0,4.9,4.55
physical_aids?page=2,2.8,4.9,4.3549999999999995
physical_aids?page=3,4.0,4.5,4.235
physical_aids?page=4,3.7,4.0,3.845
physical_aids?page=5,2.9,3.7,3.235294117647059
physical_aids?page=6,1.2,2.8,2.09375
pregnancy_children?page=1,2.8,4.9,4.585
pregnancy_children?page=2,4.0,4.6,4.34
pregnancy_children?page=3,3.8,4.0,3.91
pregnancy_children?page=4,3.5,3.8,3.688888888888889
pregnancy_children?page=5,1.3,3.4,2.6416666666666666
therapy_senior_health?page=1,3.6,4.9,4.49
therapy_senior_health?page=2,4.5,4.9,4.665
therapy_senior_health?page=3,4.3,4.5,4.355
therapy_senior_health?page=4,4.0,4.2,4.115
therapy_senior_health?page=5,3.8,4.0,3.875
therapy_senior_health?page=6,3.7,3.8,3.7150000000000003
therapy_senior_health?page=7,3.5,3.7,3.6444444444444444
therapy_senior_health?page=8,2.9,3.4,3.164285714285714
therapy_senior_health?page=9,1.4,2.7,2.0875
vision_hearing?page=1,4.6,4.9,4.68
vision_hearing?page=2,4.2,4.6,4.415
vision_hearing?page=3,3.2,4.2,3.855
vision_hearing?page=4,2.8,5.0,4.485
vision_hearing?page=5,4.3,4.6,4.48
vision_hearing?page=6,4.1,4.3,4.21
vision_hearing?page=7,3.9,4.1,4.0
vision_hearing?page=8,3.7,3.9,3.755
vision_hearing?page=9,3.4,3.7,3.611111111111111
vision_hearing?page=10,2.8,3.4,3.185
vision_hearing?page=11,1.7,2.8,2.27
vision_hearing?page=12,1.4,1.5,1.45
art_handicraft?page=1,4.9,5.0,4.905
art_handicraft?page=2,4.7,4.9,4.8149999999999995
art_handicraft?page=3,4.6,4.7,4.68
art_handicraft?page=4,4.3,4.6,4.455
art_handicraft?page=5,2.0,5.0,3.87
art_handicraft?page=6,4.8,5.0,4.875
art_handicraft?page=7,4.7,4.8,4.755
art_handicraft?page=8,4.6,4.7,4.675
art_handicraft?page=9,4.6,4.6,4.6
art_handicraft?page=10,4.5,4.6,4.505
art_handicraft?page=11,4.4,4.5,4.425000000000001
art_handicraft?page=12,4.3,4.4,4.35
art_handicraft?page=13,4.3,4.3,4.3
art_handicraft?page=14,4.2,4.3,4.235
art_handicraft?page=15,4.1,4.2,4.155
art_handicraft?page=16,4.1,4.1,4.1
art_handicraft?page=17,4.0,4.1,4.02
art_handicraft?page=18,4.0,4.0,4.0
art_handicraft?page=19,4.0,4.0,4.0
art_handicraft?page=20,3.8,4.0,3.885
art_handicraft?page=21,3.8,3.8,3.8
art_handicraft?page=22,3.7,3.8,3.775
art_handicraft?page=23,3.7,3.7,3.7
art_handicraft?page=24,3.7,3.7,3.7
art_handicraft?page=25,3.7,3.7,3.7
art_handicraft?page=26,3.5,3.7,3.6
art_handicraft?page=27,3.3,3.5,3.4
art_handicraft?page=28,2.9,3.3,3.13
art_handicraft?page=29,2.3,2.9,2.68
art_handicraft?page=30,1.4,2.3,1.96
art_handicraft?page=31,1.1,1.4,1.2285714285714286
astrology_numerology?page=1,1.9,4.9,4.485
astrology_numerology?page=2,4.4,4.7,4.53
astrology_numerology?page=3,4.1,4.3,4.245
astrology_numerology?page=4,3.7,4.1,3.875
astrology_numerology?page=5,2.7,3.7,3.416666666666667
fishing_hunting?page=1,4.5,5.0,4.775
fishing_hunting?page=2,3.6,5.0,4.66
fishing_hunting?page=3,4.3,4.6,4.435
fishing_hunting?page=4,3.9,4.3,4.1
fishing_hunting?page=5,3.4,3.9,3.705
fishing_hunting?page=6,1.2,3.4,2.2894736842105265
hobbies?page=1,4.9,5.0,4.905
hobbies?page=2,4.8,4.9,4.8149999999999995
hobbies?page=3,4.7,4.8,4.79
hobbies?page=4,4.7,4.7,4.7
hobbies?page=5,4.5,4.7,4.6049999999999995
hobbies?page=6,4.4,4.5,4.4350000000000005
hobbies?page=7,4.1,4.4,4.195
hobbies?page=8,3.5,4.1,3.79
hobbies?page=9,1.9,5.0,4.555
hobbies?page=10,4.9,4.9,4.9
hobbies?page=11,4.8,4.9,4.8149999999999995
hobbies?page=12,4.7,4.8,4.775
hobbies?page=13,4.7,4.7,4.7
hobbies?page=14,4.6,4.7,4.6850000000000005
hobbies?page=15,4.6,4.6,4.6
hobbies?page=16,4.5,4.6,4.55
hobbies?page=17,4.5,4.5,4.5
hobbies?page=18,4.4,4.5,4.430000000000001
hobbies?page=19,4.3,4.4,4.3950000000000005
hobbies?page=20,4.3,4.3,4.3
hobbies?page=21,4.3,4.3,4.3
hobbies?page=22,4.2,4.3,4.225
hobbies?page=23,4.2,4.2,4.2
hobbies?page=24,4.1,4.2,4.1049999999999995
hobbies?page=25,4.0,4.1,4.045
hobbies?page=26,4.0,4.0,4.0
hobbies?page=27,4.0,4.0,4.0
hobbies?page=28,3.9,4.0,3.935
hobbies?page=29,3.8,3.9,3.87
hobbies?page=30,3.8,3.8,3.8
hobbies?page=31,3.8,3.8,3.8
hobbies?page=32,3.7,3.8,3.755
hobbies?page=33,3.7,3.7,3.7
hobbies?page=34,3.7,3.7,3.7
hobbies?page=35,3.7,3.7,3.7
hobbies?page=36,3.7,3.7,3.7
hobbies?page=37,3.7,3.7,3.7
hobbies?page=38,3.6,3.7,3.62
hobbies?page=39,3.5,3.6,3.565
hobbies?page=40,3.4,3.5,3.425
hobbies?page=41,3.2,3.4,3.31
hobbies?page=42,3.2,3.2,3.2
hobbies?page=43,3.1,3.2,3.125
hobbies?page=44,2.9,3.1,2.995
hobbies?page=45,2.8,2.9,2.8499999999999996
hobbies?page=46,2.7,2.8,2.79
hobbies?page=47,2.6,2.7,2.66
hobbies?page=48,2.5,2.6,2.52
hobbies?page=49,2.3,2.5,2.38
hobbies?page=50,2.1,2.3,2.225
hobbies?page=51,1.9,2.1,2.025
hobbies?page=52,1.9,1.9,1.9
hobbies?page=53,1.7,1.9,1.805
hobbies?page=54,1.6,1.7,1.655
hobbies?page=55,1.5,1.6,1.545
hobbies?page=56,1.4,1.5,1.43
hobbies?page=57,1.2,1.4,1.29
hobbies?page=58,1.1,1.2,1.15
metal_stone_glass_work?page=1,3.1,5.0,4.595
metal_stone_glass_work?page=2,3.7,4.5,4.17
metal_stone_glass_work?page=3,1.1,3.6,2.842857142857143
music_instruments?page=1,3.5,5.0,4.665
music_instruments?page=2,4.6,4.9,4.725
music_instruments?page=3,4.1,4.6,4.385
music_instruments?page=4,3.7,4.1,3.9
music_instruments?page=5,3.3,3.7,3.642105263157895
music_instruments?page=6,1.3,3.0,2.327272727272727
needlework_knitting?page=1,4.7,5.0,4.855
needlework_knitting?page=2,2.8,4.9,4.185
needlework_knitting?page=3,4.6,4.8,4.685
needlework_knitting?page=4,4.4,4.6,4.475
needlework_knitting?page=5,4.2,4.4,4.27
needlework_knitting?page=6,4.0,4.2,4.07
needlework_knitting?page=7,3.8,4.0,3.915
needlework_knitting?page=8,3.7,3.8,3.765
needlework_knitting?page=9,3.7,3.7,3.7
needlework_knitting?page=10,3.2,3.7,3.575
needlework_knitting?page=11,2.5,3.2,2.98
needlework_knitting?page=12,1.8,2.5,2.0
outdoor_activities?page=1,4.6,4.9,4.725
outdoor_activities?page=2,3.5,5.0,4.49
outdoor_activities?page=3,4.5,4.7,4.635
outdoor_activities?page=4,4.0,4.5,4.3
outdoor_activities?page=5,3.8,4.0,3.895
outdoor_activities?page=6,3.6,3.8,3.71
outdoor_activities?page=7,2.2,3.5,2.885
outdoor_activities?page=8,1.6,1.9,1.7666666666666666
painting_paper?page=1,2.5,4.9,4.51
painting_paper?page=2,4.4,4.8,4.575
painting_paper?page=3,4.0,4.4,4.215
painting_paper?page=4,3.8,4.0,3.895
painting_paper?page=5,3.6,3.7,3.6900000000000004
painting_paper?page=6,1.4,3.4,2.6357142857142857
bathroom_kitchen?page=1,4.8,4.9,4.84
bathroom_kitchen?page=2,4.5,4.8,4.655
bathroom_kitchen?page=3,4.0,4.5,4.28
bathroom_kitchen?page=4,2.5,4.9,3.91
bathroom_kitchen?page=5,4.6,4.8,4.695
bathroom_kitchen?page=6,4.5,4.6,4.54
bathroom_kitchen?page=7,4.3,4.4,4.345
bathroom_kitchen?page=8,4.2,4.3,4.255
bathroom_kitchen?page=9,4.1,4.2,4.12
bathroom_kitchen?page=10,4.0,4.1,4.025
bathroom_kitchen?page=11,3.9,4.0,3.975
bathroom_kitchen?page=12,3.8,3.9,3.835
bathroom_kitchen?page=13,3.7,3.8,3.755
bathroom_kitchen?page=14,3.7,3.7,3.7
bathroom_kitchen?page=15,3.7,3.7,3.7
bathroom_kitchen?page=16,3.4,3.7,3.536842105263158
bathroom_kitchen?page=17,3.1,3.3,3.205
bathroom_kitchen?page=18,2.4,3.0,2.725
bathroom_kitchen?page=19,1.7,2.4,2.05
bathroom_kitchen?page=20,1.2,1.6,1.38
cultural_goods?page=1,4.0,4.9,4.365
cultural_goods?page=2,1.9,3.8,3.3529411764705883
decoration_interior?page=1,4.8,5.0,4.88
decoration_interior?page=2,4.7,4.8,4.765
decoration_interior?page=3,4.6,4.7,4.655
decoration_interior?page=4,4.5,4.6,4.555
decoration_interior?page=5,4.4,4.5,4.45
decoration_interior?page=6,4.1,4.4,4.24
decoration_interior?page=7,3.8,4.1,3.9699999999999998
decoration_interior?page=8,2.6,3.7,3.325
decoration_interior?page=9,4.8,4.9,4.85
decoration_interior?page=10,4.7,4.8,4.705
decoration_interior?page=11,4.6,4.7,4.625
decoration_interior?page=12,4.5,4.6,4.56
decoration_interior?page=13,4.4,4.5,4.44
decoration_interior?page=14,4.3,4.4,4.375
decoration_interior?page=15,4.3,4.3,4.3
decoration_interior?page=16,4.2,4.3,4.295
decoration_interior?page=17,4.1,4.2,4.18
decoration_interior?page=18,4.1,4.1,4.1
decoration_interior?page=19,4.0,4.1,4.01
decoration_interior?page=20,4.0,4.0,4.0
decoration_interior?page=21,4.0,4.0,4.0
decoration_interior?page=22,3.9,4.0,3.905
decoration_interior?page=23,3.8,3.9,3.8049999999999997
decoration_interior?page=24,3.8,3.8,3.8
decoration_interior?page=25,3.7,3.8,3.705
decoration_interior?page=26,3.7,3.7,3.7
decoration_interior?page=27,3.7,3.7,3.7
decoration_interior?page=28,3.7,3.7,3.7
decoration_interior?page=29,3.5,3.7,3.58
decoration_interior?page=30,3.4,3.5,3.44375
decoration_interior?page=31,3.3,3.4,3.33
decoration_interior?page=32,3.1,3.3,3.19
decoration_interior?page=33,2.8,3.1,3.005
decoration_interior?page=34,2.4,2.8,2.5949999999999998
decoration_interior?page=35,1.9,2.4,2.17
decoration_interior?page=36,1.3,1.9,1.6375
energy_heating?page=1,2.5,5.0,4.33
energy_heating?page=2,4.0,4.5,4.21
energy_heating?page=3,3.7,4.0,3.815
energy_heating?page=4,2.6,3.7,3.3421052631578947
energy_heating?page=5,1.4,2.1,1.725
fabric_stationary?page=1,3.1,4.9,4.33
fabric_stationary?page=2,4.1,4.6,4.35
fabric_stationary?page=3,3.8,4.1,3.945
fabric_stationary?page=4,3.4,3.8,3.64
fabric_stationary?page=5,1.8,3.4,2.795
furniture_stores?page=1,4.9,5.0,4.905
furniture_stores?page=2,4.8,4.9,4.835
furniture_stores?page=3,4.7,4.8,4.785
furniture_stores?page=4,4.7,4.7,4.7
furniture_stores?page=5,4.6,4.6,4.6
furniture_stores?page=6,4.5,4.6,4.54
furniture_stores?page=7,4.4,4.5,4.49
furniture_stores?page=8,4.3,4.4,4.355
furniture_stores?page=9,4.1,4.3,4.205
furniture_stores?page=10,3.8,4.1,3.9699999999999998
furniture_stores?page=11,3.3,3.8,3.635
furniture_stores?page=12,2.1,5.0,4.075
furniture_stores?page=13,4.9,4.9,4.9
furniture_stores?page=14,4.8,4.9,4.8950000000000005
furniture_stores?page=15,4.8,4.8,4.8
furniture_stores?page=16,4.8,4.8,4.8
furniture_stores?page=17,4.7,4.8,4.725
furniture_stores?page=18,4.7,4.7,4.7
furniture_stores?page=19,4.7,4.7,4.7
furniture_stores?page=20,4.6,4.7,4.625
furniture_stores?page=21,4.6,4.6,4.6
furniture_stores?page=22,4.6,4.6,4.6
furniture_stores?page=23,4.5,4.6,4.51
furniture_stores?page=24,4.5,4.5,4.5
furniture_stores?page=25,4.4,4.5,4.48
furniture_stores?page=26,4.4,4.4,4.4
furniture_stores?page=27,4.4,4.4,4.4
furniture_stores?page=28,4.3,4.4,4.305
furniture_stores?page=29,4.3,4.3,4.3
furniture_stores?page=30,4.3,4.3,4.3
furniture_stores?page=31,4.2,4.3,4.275
furniture_stores?page=32,4.2,4.2,4.2
furniture_stores?page=33,4.2,4.2,4.2
furniture_stores?page=34,4.1,4.2,4.13
furniture_stores?page=35,4.1,4.1,4.1
furniture_stores?page=36,4.1,4.1,4.1
furniture_stores?page=37,4.0,4.1,4.015
furniture_stores?page=38,4.0,4.0,4.0
furniture_stores?page=39,4.0,4.0,4.0
furniture_stores?page=40,3.9,4.0,3.985
furniture_stores?page=41,3.9,3.9,3.9
furniture_stores?page=42,3.9,3.9,3.9
furniture_stores?page=43,3.8,3.9,3.8099999999999996
furniture_stores?page=44,3.8,3.8,3.8
furniture_stores?page=45,3.8,3.8,3.8
furniture_stores?page=46,3.8,3.8,3.8
furniture_stores?page=47,3.7,3.8,3.71
furniture_stores?page=48,3.7,3.7,3.7
furniture_stores?page=49,3.7,3.7,3.7
furniture_stores?page=50,3.7,3.7,3.7
furniture_stores?page=51,3.7,3.7,3.7
furniture_stores?page=52,3.7,3.7,3.7
furniture_stores?page=53,3.6,3.7,3.665
furniture_stores?page=54,3.6,3.6,3.6
furniture_stores?page=55,3.5,3.6,3.54
furniture_stores?page=56,3.5,3.5,3.5
furniture_stores?page=57,3.4,3.5,3.4076923076923076
furniture_stores?page=58,3.3,3.4,3.385
furniture_stores?page=59,3.2,3.3,3.2849999999999997
furniture_stores?page=60,3.1,3.2,3.1950000000000003
furniture_stores?page=61,3.1,3.1,3.1
furniture_stores?page=62,3.0,3.1,3.0300000000000002
furniture_stores?page=63,2.9,3.0,2.915
furniture_stores?page=64,2.8,2.9,2.8249999999999997
furniture_stores?page=65,2.6,2.8,2.7
furniture_stores?page=66,2.5,2.6,2.585
furniture_stores?page=67,2.4,2.5,2.4699999999999998
furniture_stores?page=68,2.3,2.4,2.3449999999999998
furniture_stores?page=69,2.2,2.3,2.23
furniture_stores?page=70,2.0,2.2,2.105
furniture_stores?page=71,1.9,2.0,1.97
furniture_stores?page=72,1.8,1.9,1.8699999999999999
furniture_stores?page=73,1.7,1.8,1.75
furniture_stores?page=74,1.6,1.7,1.615
furniture_stores?page=75,1.5,1.5,1.5
furniture_stores?page=76,1.3,1.5,1.365
furniture_stores?page=77,1.1,1.3,1.1647058823529413
garden_pond?page=1,4.7,4.9,4.835
garden_pond?page=2,4.6,4.7,4.67
garden_pond?page=3,4.1,4.6,4.4
garden_pond?page=4,2.8,4.9,4.33
garden_pond?page=5,4.6,4.7,4.625
garden_pond?page=6,4.4,4.6,4.47
garden_pond?page=7,4.2,4.4,4.295
garden_pond?page=8,4.0,4.2,4.115
garden_pond?page=9,3.9,4.0,3.985
garden_pond?page=10,3.8,3.9,3.815
garden_pond?page=11,3.7,3.7,3.7
garden_pond?page=12,3.7,3.7,3.7
garden_pond?page=13,3.4,3.7,3.5533333333333332
garden_pond?page=14,2.9,3.4,3.165
garden_pond?page=15,2.2,2.9,2.675
