Category,Min Trust Score,Max Trust Score,Avg Trust Score
dancing_gymnastics?page=1,3.7,4.8,4.205
dancing_gymnastics?page=2,1.6,3.2,2.5
equipment_associations?page=1,4.8,5.0,4.8950000000000005
equipment_associations?page=2,4.7,4.8,4.78
equipment_associations?page=3,4.5,4.7,4.62
equipment_associations?page=4,4.3,4.5,4.39
equipment_associations?page=5,3.0,4.9,4.235
equipment_associations?page=6,4.8,4.9,4.825
equipment_associations?page=7,4.7,4.8,4.76
equipment_associations?page=8,4.6,4.7,4.68
equipment_associations?page=9,4.5,4.6,4.569999999999999
equipment_associations?page=10,4.4,4.5,4.47
equipment_associations?page=11,4.3,4.4,4.38
equipment_associations?page=12,4.2,4.3,4.275
equipment_associations?page=13,4.0,4.2,4.1
equipment_associations?page=14,4.0,4.0,4.0
equipment_associations?page=15,3.8,3.9,3.855
equipment_associations?page=16,3.7,3.8,3.755
equipment_associations?page=17,3.7,3.7,3.7
equipment_associations?page=18,3.6,3.7,3.66
equipment_associations?page=19,3.3,3.6,3.445
equipment_associations?page=20,3.0,3.3,3.19
equipment_associations?page=21,2.7,3.0,2.835
equipment_associations?page=22,2.0,2.6,2.365
equipment_associations?page=23,1.7,2.0,1.84
equipment_associations?page=24,1.0,1.7,1.4555555555555555
extreme_sports?page=1,4.1,4.9,4.645
extreme_sports?page=2,3.6,4.9,4.565
extreme_sports?page=3,4.0,4.6,4.315
extreme_sports?page=4,3.7,4.0,3.86
extreme_sports?page=5,3.4,3.7,3.6157894736842104
extreme_sports?page=6,2.4,3.3,2.92
extreme_sports?page=7,1.5,2.3,1.8599999999999999
fitness_weight_lifting?page=1,4.6,4.9,4.72
fitness_weight_lifting?page=2,4.0,4.6,4.4
fitness_weight_lifting?page=3,1.4,4.9,4.065
fitness_weight_lifting?page=4,4.6,4.8,4.71
fitness_weight_lifting?page=5,4.4,4.6,4.49
fitness_weight_lifting?page=6,4.3,4.4,4.355
fitness_weight_lifting?page=7,4.0,4.2,4.1049999999999995
fitness_weight_lifting?page=8,4.0,4.0,4.0
fitness_weight_lifting?page=9,3.8,4.0,3.8499999999999996
fitness_weight_lifting?page=10,3.7,3.8,3.73
fitness_weight_lifting?page=11,3.6,3.7,3.67
fitness_weight_lifting?page=12,3.3,3.6,3.4214285714285713
fitness_weight_lifting?page=13,2.8,3.3,3.135
fitness_weight_lifting?page=14,2.0,2.8,2.49
fitness_weight_lifting?page=15,1.3,2.0,1.7
golf_ultimate?page=1,3.9,4.9,4.655
golf_ultimate?page=2,3.7,4.7,4.255
golf_ultimate?page=3,1.6,3.7,3.205
golf_ultimate?page=4,1.0,1.5,1.3
hockey_ice_skating?page=1,3.7,4.5,4.033333333333333
martial_arts_wrestling?page=1,3.1,4.9,4.295
martial_arts_wrestling?page=2,1.2,3.7,3.0083333333333333
outdoor_winter_sports?page=1,4.6,5.0,4.805
outdoor_winter_sports?page=2,4.1,4.6,4.435
outdoor_winter_sports?page=3,2.7,4.9,4.095
outdoor_winter_sports?page=4,4.6,4.8,4.695
outdoor_winter_sports?page=5,4.4,4.5,4.47
outdoor_winter_sports?page=6,4.1,4.4,4.25
outdoor_winter_sports?page=7,3.8,4.0,3.955
outdoor_winter_sports?page=8,3.7,3.8,3.745
outdoor_winter_sports?page=9,3.5,3.7,3.6333333333333333
outdoor_winter_sports?page=10,2.7,3.4,3.175
outdoor_winter_sports?page=11,1.7,2.7,2.157142857142857
shooting_target_sports?page=1,3.6,5.0,4.294736842105263
shooting_target_sports?page=2,2.3,3.4,3.033333333333333
swimming_water_sports?page=1,3.7,4.9,4.245
swimming_water_sports?page=2,1.4,3.7,3.1285714285714286
tennis_racquet_sports?page=1,2.8,4.8,4.24375
accomodations_lodging?page=1,4.6,5.0,4.8
accomodations_lodging?page=2,3.7,5.0,4.345
accomodations_lodging?page=3,4.7,4.9,4.82
accomodations_lodging?page=4,4.5,4.7,4.625
accomodations_lodging?page=5,4.4,4.5,4.44
accomodations_lodging?page=6,4.2,4.4,4.295
accomodations_lodging?page=7,4.1,4.2,4.165
accomodations_lodging?page=8,4.0,4.1,4.03
accomodations_lodging?page=9,3.9,4.0,3.955
accomodations_lodging?page=10,3.7,3.8,3.755
accomodations_lodging?page=11,3.7,3.7,3.7
accomodations_lodging?page=12,3.5,3.7,3.655555555555556
accomodations_lodging?page=13,3.1,3.4,3.235
accomodations_lodging?page=14,2.4,3.0,2.735
accomodations_lodging?page=15,1.7,2.4,2.185
accomodations_lodging?page=16,1.1,1.6,1.3461538461538463
activities_tours?page=1,4.9,5.0,4.9350000000000005
activities_tours?page=2,4.9,4.9,4.9
activities_tours?page=3,4.9,4.9,4.9
activities_tours?page=4,4.8,4.9,4.81
activities_tours?page=5,4.7,4.8,4.795
activities_tours?page=6,4.7,4.7,4.7
activities_tours?page=7,4.6,4.7,4.64
activities_tours?page=8,4.5,4.6,4.55
activities_tours?page=9,4.3,4.5,4.390000000000001
activities_tours?page=10,4.1,4.3,4.22
activities_tours?page=11,3.2,4.1,3.8649999999999998
activities_tours?page=12,1.9,5.0,4.585
activities_tours?page=13,4.9,4.9,4.9
activities_tours?page=14,4.9,4.9,4.9
activities_tours?page=15,4.9,4.9,4.9
activities_tours?page=16,4.8,4.9,4.83
activities_tours?page=17,4.8,4.8,4.8
activities_tours?page=18,4.8,4.8,4.8
activities_tours?page=19,4.7,4.8,4.78
activities_tours?page=20,4.7,4.7,4.7
activities_tours?page=21,4.7,4.7,4.7
activities_tours?page=22,4.7,4.7,4.7
activities_tours?page=23,4.6,4.7,4.66
activities_tours?page=24,4.6,4.6,4.6
activities_tours?page=25,4.6,4.6,4.6
activities_tours?page=26,4.6,4.6,4.6
activities_tours?page=27,4.5,4.6,4.52
activities_tours?page=28,4.5,4.5,4.5
activities_tours?page=29,4.5,4.5,4.5
activities_tours?page=30,4.5,4.5,4.5
activities_tours?page=31,4.4,4.4,4.4
activities_tours?page=32,4.4,4.4,4.4
activities_tours?page=33,4.4,4.4,4.4
activities_tours?page=34,4.4,4.4,4.4
activities_tours?page=35,4.3,4.4,4.305
activities_tours?page=36,4.3,4.3,4.3
activities_tours?page=37,4.3,4.3,4.3
activities_tours?page=38,4.3,4.3,4.3
activities_tours?page=39,4.2,4.3,4.235
activities_tours?page=40,4.2,4.2,4.2
activities_tours?page=41,4.2,4.2,4.2
activities_tours?page=42,4.2,4.2,4.2
activities_tours?page=43,4.1,4.2,4.109999999999999
activities_tours?page=44,4.1,4.1,4.1
activities_tours?page=45,4.1,4.1,4.1
activities_tours?page=46,4.0,4.1,4.01
activities_tours?page=47,4.0,4.0,4.0
activities_tours?page=48,4.0,4.0,4.0
activities_tours?page=49,4.0,4.0,4.0
activities_tours?page=50,4.0,4.0,4.0
activities_tours?page=51,3.9,4.0,3.96
activities_tours?page=52,3.9,3.9,3.9
activities_tours?page=53,3.8,3.9,3.8249999999999997
activities_tours?page=54,3.8,3.8,3.8
activities_tours?page=55,3.8,3.8,3.8
activities_tours?page=56,3.8,3.8,3.8
activities_tours?page=57,3.8,3.8,3.8
activities_tours?page=58,3.7,3.8,3.76
activities_tours?page=59,3.7,3.7,3.7
activities_tours?page=60,3.7,3.7,3.7
activities_tours?page=61,3.7,3.7,3.7
activities_tours?page=62,3.7,3.7,3.7
activities_tours?page=63,3.7,3.7,3.7
activities_tours?page=64,3.7,3.7,3.7
activities_tours?page=65,3.7,3.7,3.7
activities_tours?page=66,3.7,3.7,3.7
activities_tours?page=67,3.6,3.7,3.615
activities_tours?page=68,3.5,3.6,3.525
activities_tours?page=69,3.4,3.4,3.4
activities_tours?page=70,3.3,3.4,3.375
activities_tours?page=71,3.3,3.3,3.3
activities_tours?page=72,3.2,3.2,3.2
activities_tours?page=73,3.1,3.2,3.1500000000000004
activities_tours?page=74,3.0,3.1,3.005
activities_tours?page=75,2.8,2.9,2.8899999999999997
activities_tours?page=76,2.7,2.8,2.77
activities_tours?page=77,2.5,2.7,2.6100000000000003
activities_tours?page=78,2.3,2.5,2.415
activities_tours?page=79,2.1,2.3,2.225
activities_tours?page=80,2.0,2.1,2.045
activities_tours?page=81,1.8,1.9,1.8699999999999999
activities_tours?page=82,1.7,1.8,1.73
activities_tours?page=83,1.4,1.7,1.515
activities_tours?page=84,1.2,1.4,1.295
activities_tours?page=85,1.1,1.2,1.16
airlines_air_travel?page=1,4.8,5.0,4.890000000000001
airlines_air_travel?page=2,4.5,4.8,4.675
airlines_air_travel?page=3,2.6,5.0,4.205
airlines_air_travel?page=4,4.8,4.9,4.875
airlines_air_travel?page=5,4.7,4.8,4.725
airlines_air_travel?page=6,4.6,4.7,4.609999999999999
airlines_air_travel?page=7,4.5,4.5,4.5
airlines_air_travel?page=8,4.3,4.4,4.35
airlines_air_travel?page=9,4.1,4.3,4.17
airlines_air_travel?page=10,4.0,4.1,4.045
airlines_air_travel?page=11,3.8,3.9,3.84
airlines_air_travel?page=12,3.7,3.8,3.725
airlines_air_travel?page=13,3.6,3.7,3.6950000000000003
airlines_air_travel?page=14,3.3,3.6,3.4428571428571426
airlines_air_travel?page=15,2.9,3.3,3.095
airlines_air_travel?page=16,1.8,2.8,2.24
airlines_air_travel?page=17,1.2,1.7,1.44
hotels?page=1,2.9,4.9,4.5600000000000005
hotels?page=2,4.2,4.6,4.35
hotels?page=3,4.0,4.2,4.07
hotels?page=4,3.7,4.0,3.87
hotels?page=5,3.7,3.7,3.7
hotels?page=6,2.8,3.5,3.210526315789474
hotels?page=7,1.8,2.8,2.435
hotels?page=8,1.1,1.8,1.3923076923076922
travel_agencies?page=1,4.8,5.0,4.890000000000001
travel_agencies?page=2,4.6,4.8,4.74
travel_agencies?page=3,3.9,5.0,4.555
travel_agencies?page=4,4.8,4.9,4.855
travel_agencies?page=5,4.6,4.8,4.645
travel_agencies?page=6,4.5,4.6,4.53
travel_agencies?page=7,4.4,4.5,4.4350000000000005
travel_agencies?page=8,4.3,4.4,4.32
travel_agencies?page=9,4.1,4.3,4.19
travel_agencies?page=10,4.0,4.1,4.025
travel_agencies?page=11,3.8,4.0,3.925
travel_agencies?page=12,3.7,3.8,3.79
travel_agencies?page=13,3.7,3.7,3.7
travel_agencies?page=14,3.7,3.7,3.7
travel_agencies?page=15,3.5,3.7,3.6277777777777778
travel_agencies?page=16,3.3,3.4,3.3499999999999996
travel_agencies?page=17,2.9,3.3,3.07
travel_agencies?page=18,1.8,2.9,2.44
travel_agencies?page=19,1.1,1.7,1.35
energy_power?page=1,3.8,4.9,4.405
energy_power?page=2,2.5,4.9,4.3
energy_power?page=3,4.3,4.5,4.39
energy_power?page=4,4.0,4.2,4.05
energy_power?page=5,3.7,3.9,3.785
energy_power?page=6,3.5,3.7,3.6315789473684212
energy_power?page=7,2.9,3.4,3.194736842105263
energy_power?page=8,1.7,2.9,2.28
energy_power?page=9,1.4,1.6,1.475
oil_fuel?page=1,1.7,4.8,3.86
water_utilities?page=1,3.7,4.9,4.32
water_utilities?page=2,2.4,3.7,3.06
air_water_transport?page=1,4.2,4.9,4.72
air_water_transport?page=2,4.3,4.8,4.465
air_water_transport?page=3,3.7,4.2,4.035
air_water_transport?page=4,3.4,3.7,3.6578947368421053
air_water_transport?page=5,1.7,3.4,2.5470588235294116
airports_parking?page=1,2.6,4.8,4.295
airports_parking?page=2,3.0,4.5,3.83
airports_parking?page=3,1.6,2.9,2.216666666666667
auto_parts_wheels?page=1,4.8,5.0,4.88
auto_parts_wheels?page=2,4.8,4.8,4.8
auto_parts_wheels?page=3,4.7,4.8,4.71
auto_parts_wheels?page=4,4.6,4.7,4.635
auto_parts_wheels?page=5,4.5,4.6,4.555
auto_parts_wheels?page=6,4.4,4.5,4.465
auto_parts_wheels?page=7,4.2,4.4,4.305
auto_parts_wheels?page=8,3.9,4.2,4.05
auto_parts_wheels?page=9,1.4,3.9,3.195
auto_parts_wheels?page=10,4.9,5.0,4.915
auto_parts_wheels?page=11,4.8,4.9,4.825
auto_parts_wheels?page=12,4.7,4.8,4.76
auto_parts_wheels?page=13,4.7,4.7,4.7
auto_parts_wheels?page=14,4.6,4.7,4.63
auto_parts_wheels?page=15,4.6,4.6,4.6
auto_parts_wheels?page=16,4.5,4.6,4.53
auto_parts_wheels?page=17,4.5,4.5,4.5
auto_parts_wheels?page=18,4.4,4.5,4.4350000000000005
auto_parts_wheels?page=19,4.4,4.4,4.4
auto_parts_wheels?page=20,4.3,4.4,4.325
auto_parts_wheels?page=21,4.3,4.3,4.3
auto_parts_wheels?page=22,4.3,4.3,4.3
auto_parts_wheels?page=23,4.2,4.3,4.21
auto_parts_wheels?page=24,4.1,4.2,4.17
auto_parts_wheels?page=25,4.1,4.1,4.1
auto_parts_wheels?page=26,4.0,4.1,4.0649999999999995
auto_parts_wheels?page=27,4.0,4.0,4.0
auto_parts_wheels?page=28,3.9,4.0,3.995
auto_parts_wheels?page=29,3.8,3.9,3.895
auto_parts_wheels?page=30,3.8,3.8,3.8
auto_parts_wheels?page=31,3.8,3.8,3.8
auto_parts_wheels?page=32,3.8,3.8,3.8
auto_parts_wheels?page=33,3.7,3.8,3.705
auto_parts_wheels?page=34,3.7,3.7,3.7
auto_parts_wheels?page=35,3.7,3.7,3.7
auto_parts_wheels?page=36,3.7,3.7,3.7
auto_parts_wheels?page=37,3.7,3.7,3.7
auto_parts_wheels?page=38,3.6,3.7,3.625
auto_parts_wheels?page=39,3.5,3.5,3.5
auto_parts_wheels?page=40,3.4,3.4,3.4
auto_parts_wheels?page=41,3.3,3.4,3.315
auto_parts_wheels?page=42,3.2,3.3,3.235
auto_parts_wheels?page=43,3.2,3.2,3.2
auto_parts_wheels?page=44,3.0,3.2,3.0700000000000003
auto_parts_wheels?page=45,2.9,3.0,2.915
auto_parts_wheels?page=46,2.8,2.9,2.82
auto_parts_wheels?page=47,2.6,2.8,2.71
auto_parts_wheels?page=48,2.5,2.6,2.575
auto_parts_wheels?page=49,2.3,2.5,2.37
auto_parts_wheels?page=50,2.1,2.3,2.185
auto_parts_wheels?page=51,1.9,2.1,1.9649999999999999
auto_parts_wheels?page=52,1.6,1.9,1.785
auto_parts_wheels?page=53,1.4,1.6,1.525
auto_parts_wheels?page=54,1.2,1.4,1.295
auto_parts_wheels?page=55,1.1,1.2,1.1400000000000001
bicycles?page=1,4.4,4.9,4.635
bicycles?page=2,3.2,4.9,4.32
bicycles?page=3,4.4,4.7,4.5200000000000005
bicycles?page=4,4.0,4.4,4.185
bicycles?page=5,3.7,4.0,3.81
bicycles?page=6,3.0,3.6,3.3555555555555556
bicycles?page=7,1.8,3.0,2.365
bicycles?page=8,1.3,1.8,1.6142857142857143
cars_trucks?page=1,4.5,4.9,4.7700000000000005
cars_trucks?page=2,3.5,4.9,4.45
cars_trucks?page=3,4.6,4.8,4.6899999999999995
cars_trucks?page=4,4.4,4.6,4.495
cars_trucks?page=5,4.3,4.4,4.345
cars_trucks?page=6,4.2,4.3,4.255
cars_trucks?page=7,4.0,4.2,4.12
cars_trucks?page=8,3.9,4.0,3.995
cars_trucks?page=9,3.8,3.9,3.835
cars_trucks?page=10,3.7,3.8,3.745
cars_trucks?page=11,3.7,3.7,3.7
cars_trucks?page=12,3.5,3.7,3.625
cars_trucks?page=13,3.2,3.4,3.2666666666666666
cars_trucks?page=14,3.0,3.2,3.1
cars_trucks?page=15,2.6,3.0,2.8
cars_trucks?page=16,1.8,2.6,2.295
cars_trucks?page=17,1.4,1.8,1.5777777777777777
motorcycle_powersports?page=1,3.8,4.9,4.545
motorcycle_powersports?page=2,4.0,4.7,4.325
motorcycle_powersports?page=3,3.2,3.8,3.64
motorcycle_powersports?page=4,1.4,3.2,2.5
other_vehicles_trailers?page=1,2.4,4.9,4.425
other_vehicles_trailers?page=2,4.3,4.7,4.5
other_vehicles_trailers?page=3,3.8,4.3,4.045
other_vehicles_trailers?page=4,2.3,3.7,3.363157894736842
other_vehicles_trailers?page=5,1.5,2.2,1.8714285714285714
taxis_public_transport?page=1,4.5,4.9,4.68
taxis_public_transport?page=2,3.1,5.0,4.3
taxis_public_transport?page=3,4.7,4.9,4.825
taxis_public_transport?page=4,4.6,4.7,4.67
taxis_public_transport?page=5,4.5,4.6,4.574999999999999
taxis_public_transport?page=6,4.4,4.5,4.445
taxis_public_transport?page=7,4.3,4.4,4.32
taxis_public_transport?page=8,4.1,4.3,4.2
taxis_public_transport?page=9,4.0,4.1,4.04
taxis_public_transport?page=10,3.9,4.0,3.985
taxis_public_transport?page=11,3.8,3.9,3.82
taxis_public_transport?page=12,3.8,3.8,3.8
taxis_public_transport?page=13,3.7,3.7,3.7
taxis_public_transport?page=14,3.7,3.7,3.7
taxis_public_transport?page=15,3.6,3.7,3.645
taxis_public_transport?page=16,3.2,3.5,3.4125
taxis_public_transport?page=17,2.9,3.2,3.0700000000000003
taxis_public_transport?page=18,1.2,2.8,2.25
vehical_rental?page=1,4.2,4.9,4.595
vehical_rental?page=2,2.2,4.9,3.795
vehical_rental?page=3,4.5,4.7,4.615
vehical_rental?page=4,4.2,4.5,4.33
vehical_rental?page=5,4.0,4.2,4.135
vehical_rental?page=6,3.8,4.0,3.88
vehical_rental?page=7,3.7,3.8,3.71
vehical_rental?page=8,3.3,3.7,3.5894736842105264
vehical_rental?page=9,2.6,3.3,2.995
vehical_rental?page=10,2.0,2.6,2.285
vehical_rental?page=11,1.2,1.9,1.509090909090909
vehicle_repair_fuel?page=1,4.5,4.9,4.665
vehicle_repair_fuel?page=2,1.4,5.0,4.46
vehicle_repair_fuel?page=3,4.6,4.8,4.695
vehicle_repair_fuel?page=4,4.5,4.6,4.545
vehicle_repair_fuel?page=5,4.3,4.4,4.365
vehicle_repair_fuel?page=6,4.1,4.3,4.245
vehicle_repair_fuel?page=7,4.0,4.1,4.074999999999999
vehicle_repair_fuel?page=8,3.9,4.0,3.985
vehicle_repair_fuel?page=9,3.8,3.9,3.82
vehicle_repair_fuel?page=10,3.7,3.8,3.73
vehicle_repair_fuel?page=11,3.6,3.7,3.685
vehicle_repair_fuel?page=12,3.2,3.5,3.315384615384615
vehicle_repair_fuel?page=13,2.8,3.2,3.005
vehicle_repair_fuel?page=14,2.1,2.8,2.395
vehicle_repair_fuel?page=15,1.3,2.1,1.7714285714285714
